-0.057297566,0.802553914,-0.104435068,1.570796327,0.087266463,3.228859116
-0.057700252,0.8066749,-0.100474596,1.570796327,0.087266463,3.211405824
-0.057272769,0.80262044,-0.105194885,1.570796327,0.087266463,3.193952531
-0.0574594,0.808662615,-0.098582457,1.570796327,0.087266463,3.176499239
-0.058040089,0.806969368,-0.100164971,1.570796327,0.087266463,3.159045946
-0.05871496,0.80825583,-0.098701359,1.570796327,0.087266463,3.141592654
-0.059254085,0.808419122,-0.098680737,1.570796327,0.087266463,3.124139361
-0.059016687,0.811841085,-0.09423326,1.570796327,0.087266463,3.106686069
-0.059579876,0.811503043,-0.09459355,1.570796327,0.087266463,3.089232776
-0.059557139,0.812830802,-0.094108885,1.570796327,0.087266463,3.071779484
-0.045136127,0.800428564,-0.105471205,1.570796327,0.06981317,3.228859116
-0.045969227,0.803171494,-0.103207793,1.570796327,0.06981317,3.211405824
-0.045990537,0.806311587,-0.099864025,1.570796327,0.06981317,3.193952531
-0.045886142,0.806118151,-0.099566765,1.570796327,0.06981317,3.176499239
-0.045996412,0.804231356,-0.102381145,1.570796327,0.06981317,3.159045946
-0.046932058,0.805144147,-0.101661255,1.570796327,0.06981317,3.141592654
-0.047520111,0.808186104,-0.098616211,1.570796327,0.06981317,3.124139361
-0.04751683,0.809158348,-0.096682712,1.570796327,0.06981317,3.106686069
-0.047582061,0.811266296,-0.094786864,1.570796327,0.06981317,3.089232776
-0.048438352,0.809288004,-0.097021763,1.570796327,0.06981317,3.071779484
-0.03322245,0.801971243,-0.103843953,1.570796327,0.052359878,3.228859116
-0.032644101,0.800280388,-0.105670002,1.570796327,0.052359878,3.211405824
-0.034483124,0.801795115,-0.103676715,1.570796327,0.052359878,3.193952531
-0.034672507,0.805249844,-0.099919194,1.570796327,0.052359878,3.176499239
-0.035660079,0.802365293,-0.103829112,1.570796327,0.052359878,3.159045946
-0.035630485,0.803845703,-0.102818921,1.570796327,0.052359878,3.141592654
-0.035227328,0.804661768,-0.100941187,1.570796327,0.052359878,3.124139361
-0.035578834,0.805439354,-0.100801383,1.570796327,0.052359878,3.106686069
-0.035653887,0.806944377,-0.099655038,1.570796327,0.052359878,3.089232776
-0.035829361,0.808962723,-0.09732061,1.570796327,0.052359878,3.071779484
-0.023019804,0.798030884,-0.107243085,1.570796327,0.034906585,3.228859116
-0.02176024,0.799254861,-0.106467007,1.570796327,0.034906585,3.211405824
-0.023115378,0.802420347,-0.103070505,1.570796327,0.034906585,3.193952531
-0.022243228,0.801688429,-0.103829346,1.570796327,0.034906585,3.176499239
-0.023416368,0.802175369,-0.104296599,1.570796327,0.034906585,3.159045946
-0.024425198,0.80286711,-0.103315325,1.570796327,0.034906585,3.141592654
-0.023668201,0.801854535,-0.104194242,1.570796327,0.034906585,3.124139361
-0.023907644,0.803509777,-0.10280636,1.570796327,0.034906585,3.106686069
